targetId,strataId,cohortId,cohortType,name
314,204,314002041,TwS,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation with Prevalent obesity
315,204,315002041,TwS,[KI-IBD] Persons with Crohn's disease with no required prior observation with Prevalent obesity
322,204,322002041,TwS,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation with Prevalent obesity
323,204,323002041,TwS,[KI-IBD] Persons with ulcerative colitis with no required prior observation with Prevalent obesity
306,200,306002002,TwoS,[KI-IBD] Persons with IBD with at least 365d prior observation without Pregnant women
307,200,307002002,TwoS,[KI-IBD] Persons with IBD with no required prior observation without Pregnant women
308,200,308002002,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation without Pregnant women
309,200,309002002,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation without Pregnant women
310,200,310002002,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation without Pregnant women
311,200,311002002,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation without Pregnant women
314,200,314002002,TwoS,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation without Pregnant women
315,200,315002002,TwoS,[KI-IBD] Persons with Crohn's disease with no required prior observation without Pregnant women
322,200,322002002,TwoS,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation without Pregnant women
323,200,323002002,TwoS,[KI-IBD] Persons with ulcerative colitis with no required prior observation without Pregnant women
306,201,306002012,TwoS,[KI-IBD] Persons with IBD with at least 365d prior observation without Overweight
307,201,307002012,TwoS,[KI-IBD] Persons with IBD with no required prior observation without Overweight
308,201,308002012,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation without Overweight
309,201,309002012,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation without Overweight
310,201,310002012,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation without Overweight
311,201,311002012,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation without Overweight
314,201,314002012,TwoS,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation without Overweight
315,201,315002012,TwoS,[KI-IBD] Persons with Crohn's disease with no required prior observation without Overweight
322,201,322002012,TwoS,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation without Overweight
323,201,323002012,TwoS,[KI-IBD] Persons with ulcerative colitis with no required prior observation without Overweight
306,202,306002022,TwoS,[KI-IBD] Persons with IBD with at least 365d prior observation without Underweight
307,202,307002022,TwoS,[KI-IBD] Persons with IBD with no required prior observation without Underweight
308,202,308002022,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation without Underweight
309,202,309002022,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation without Underweight
310,202,310002022,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation without Underweight
311,202,311002022,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation without Underweight
314,202,314002022,TwoS,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation without Underweight
315,202,315002022,TwoS,[KI-IBD] Persons with Crohn's disease with no required prior observation without Underweight
322,202,322002022,TwoS,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation without Underweight
323,202,323002022,TwoS,[KI-IBD] Persons with ulcerative colitis with no required prior observation without Underweight
306,203,306002032,TwoS,[KI-IBD] Persons with IBD with at least 365d prior observation without Normal weight
307,203,307002032,TwoS,[KI-IBD] Persons with IBD with no required prior observation without Normal weight
308,203,308002032,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation without Normal weight
309,203,309002032,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation without Normal weight
310,203,310002032,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation without Normal weight
311,203,311002032,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation without Normal weight
314,203,314002032,TwoS,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation without Normal weight
315,203,315002032,TwoS,[KI-IBD] Persons with Crohn's disease with no required prior observation without Normal weight
322,203,322002032,TwoS,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation without Normal weight
323,203,323002032,TwoS,[KI-IBD] Persons with ulcerative colitis with no required prior observation without Normal weight
306,204,306002042,TwoS,[KI-IBD] Persons with IBD with at least 365d prior observation without Prevalent obesity
307,204,307002042,TwoS,[KI-IBD] Persons with IBD with no required prior observation without Prevalent obesity
308,204,308002042,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation without Prevalent obesity
309,204,309002042,TwoS,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation without Prevalent obesity
310,204,310002042,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation without Prevalent obesity
311,204,311002042,TwoS,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation without Prevalent obesity
314,204,314002042,TwoS,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation without Prevalent obesity
315,204,315002042,TwoS,[KI-IBD] Persons with Crohn's disease with no required prior observation without Prevalent obesity
322,204,322002042,TwoS,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation without Prevalent obesity
323,204,323002042,TwoS,[KI-IBD] Persons with ulcerative colitis with no required prior observation without Prevalent obesity
